ude_nr,problem_name,noise_level,sparsity,hidden_layers,hidden_neurons,act_fct,nn_input_normalization,startpoint_method,startpoint_id,reg,λ_reg,lr_adam,max_epochs_adam,max_epochs_bfgs,epoch_optimum,epochs_ADAM,epochs_BFGS,runtime_ADAM_in_min,runtime_BFGS_in_min,mse_obs_train,mse_obs_val,mse_obs_test,mse_hidden_test,nmse_obs_train,nmse_obs_val,nmse_obs_trainval,nmse_obs_test,nmse_hidden_test,negLL_obs_train,negLL_obs_val,negLL_obs_trainval,negLL_obs_test,sd_pSTAT5A_rel,sd_pSTAT5B_rel,sd_rSTAT5A_rel
1349,boehm_papb_differential,-,16,3,5,tanh,0,lhs,1349,l2,0.684409700211844,0.00384097439544936,500,3000,542,500,45,0.988758484522502,35.4422980666161,1192.62805523027,963.823735721003,NaN,NaN,0.156698298098524,0.112890547258701,0.147491982664486,NaN,NaN,2280.43999351711,606.134941734043,2886.57493525115,NaN,100000.1,100000.1,0.544648967712858
1350,boehm_papb_differential,-,16,3,5,tanh,0,lhs,1350,l2,0,0.000104759154713689,500,3000,504,500,4,0.752270881334941,0.0372326016426086,2954.41378608821,4170.17436190633,NaN,NaN,3868.75355027854,51.5074437063114,2053.98665587586,NaN,NaN,669.065091231068,220.576507472894,889.641598703962,NaN,8.71482245291284,934.370925941841,100000.1
1351,boehm_papb_differential,-,16,3,5,tanh,0,lhs,1351,l2,0.00560253092886402,0.000981766714780721,500,3000,543,500,43,2.32578510046005,0.0644208828608195,1268.54790355905,994.827617133598,NaN,NaN,0.161323758795588,0.113670009504521,0.151351684547732,NaN,NaN,449.004134607483,103.616338632399,552.620473239882,NaN,100000.1,100000.1,100000.1
1352,boehm_papb_differential,-,16,3,5,tanh,1,lhs,1352,l2,0.132487167090574,0.000284565995151795,500,3000,539,500,41,1.87105164925257,0.163707399368286,437.292187107857,995.157714799087,NaN,NaN,0.463690778982466,0.440552360719671,0.471984864887848,NaN,NaN,340.138463697362,79.8776311709924,420.016094868354,NaN,17.8421104545939,100000.1,100000.1
1353,boehm_papb_differential,-,16,3,5,tanh,0,lhs,1353,l2,0.00519896736050675,0.00570474307827533,500,3000,505,500,5,0.839984615643819,0.00828198194503784,969.263078148118,911.782308117856,NaN,NaN,0.133673222269186,0.110237174595814,0.128883438699173,NaN,NaN,261.003473705047,59.5276023511251,320.531076056172,NaN,36.8756835627976,76.8790971082533,100000.1
1354,boehm_papb_differential,-,16,3,5,tanh,0,lhs,1354,l2,0,0.0019555642073209,500,3000,519,500,34,2.49050281445185,0.0884047150611877,557.362830534471,47.0217244039692,NaN,NaN,0.12707736732327,0.0128158861891739,0.105756540984045,NaN,NaN,329.595541512015,74.3066315071826,403.902173019197,NaN,100000.1,100000.1,5.02091051808165
1355,boehm_papb_differential,-,16,3,5,tanh,0,lhs,1355,l2,0.435425757564826,0.000115445597591155,500,3000,519,500,20,0.37070236603419,6.74707885185878,1293.73303954111,1057.56495679086,NaN,NaN,0.162870780321049,0.118110506559648,0.153478842489166,NaN,NaN,356.728402587765,82.3719485531467,439.100351140912,NaN,100000.1,58.7620348612607,100000.1
1356,boehm_papb_differential,-,16,3,5,tanh,0,lhs,1356,l2,0.16121638747943,0.0094729161552437,500,3000,500,500,2,0.583853415648143,0.00861501693725586,312.28420260977,279.312077371121,NaN,NaN,0.804509281097896,0.649537854261589,0.771781898849738,NaN,NaN,1395477.77201797,266674.004141835,1662151.77615981,NaN,0.0250504325975799,2.13198648235102,24.9154965925023
1357,boehm_papb_differential,-,16,3,5,tanh,1,lhs,1357,l2,0.0102203335066259,0.000384713664364127,500,3000,515,500,13,3.12136943340302,4.90111190080643,3207.22908509651,3433.27509222307,NaN,NaN,40142117640.7228,1369007629.96354,14122623097.3451,NaN,NaN,367.560937986559,84.859124889291,452.42006287585,NaN,173.888243505341,100000.1,100000.1
1358,boehm_papb_differential,-,16,3,5,tanh,0,lhs,1358,l2,0.0924397144081856,0.00026690774036142,500,3000,526,500,35,0.979806649684906,0.0565845330556234,338.357873771314,674.200890608563,NaN,NaN,0.0652610222849546,0.123200879719122,0.0821158016100954,NaN,NaN,347.311223862279,81.5604299644315,428.871653826711,NaN,100000.1,36.5771611586092,100000.099993724
1359,boehm_papb_differential,-,16,3,5,tanh,1,lhs,1359,l2,0.608598430370062,0.00195850226937115,500,3000,520,500,20,2.50621913671494,0.0515422344207764,289.596258325485,934.303877254052,NaN,NaN,0.080312341118717,0.176588111858243,0.111277949958208,NaN,NaN,352.357223169273,81.412113282105,433.769336451378,NaN,12.1799437416706,100000.1,100000.1
1360,boehm_papb_differential,-,16,3,5,tanh,0,lhs,1360,l2,0.238238543991077,0.000810188512542189,500,3000,507,500,7,2.90439521869024,22.1024916847547,3125.45161861952,3340.77424500205,NaN,NaN,1653886829.54573,468968550.926706,1106605944.49449,NaN,NaN,260.813460940811,60.3987145336978,321.212175474508,NaN,73.4257717700217,100000.1,29.2157906573256
1361,boehm_papb_differential,-,16,3,5,tanh,1,lhs,1361,l2,0.017340169554841,0.000763501705799607,500,3000,569,500,68,1.07990916967392,63.5863198637962,1561.5103786512,1345.63299805406,NaN,NaN,2.37995006239652,2.78826873295715,2.44765426452738,NaN,NaN,354.027553786081,80.243461101958,434.271014888039,NaN,29.3438704046417,100000.1,100000.1
1362,boehm_papb_differential,-,16,3,5,tanh,0,lhs,1362,l2,0.0625940197035949,0.00467202359270789,500,3000,516,500,16,0.363802516460419,0.0206500649452209,1292.05917539223,1060.68272122665,NaN,NaN,0.163034066522237,0.118277516180906,0.153635919443341,NaN,NaN,240.563439799245,54.9193246186024,295.482764417847,NaN,36.940848567778,100000.1,8.11499205838122
1363,boehm_papb_differential,-,16,3,5,tanh,0,lhs,1363,l2,0.0439568879387968,0.000325841581524648,500,3000,522,500,24,3.14298916657766,0.0735004146893819,996.730196618362,753.96681677306,NaN,NaN,0.143521345886751,0.0990216578856297,0.134155122157185,NaN,NaN,335.982108811478,77.6357966487622,413.61790546024,NaN,100000.1,100000.1,13.866658914625
1364,boehm_papb_differential,-,16,3,5,tanh,0,lhs,1364,l2,0.327827443245599,0.000876608561298809,500,3000,526,500,26,0.756531667709351,27.2320527672768,1007.1609795561,1140.11515547661,NaN,NaN,0.148753805151263,0.12370349654929,0.143417549610372,NaN,NaN,237.193798231371,54.5317663560861,291.725564587457,NaN,32.258614287676,100000.1,10.2967412025584
