ude_nr,problem_name,noise_level,sparsity,hidden_layers,hidden_neurons,act_fct,nn_input_normalization,startpoint_method,startpoint_id,reg,λ_reg,lr_adam,max_epochs_adam,max_epochs_bfgs,epoch_optimum,epochs_ADAM,epochs_BFGS,runtime_ADAM_in_min,runtime_BFGS_in_min,mse_obs_train,mse_obs_val,mse_obs_test,mse_hidden_test,nmse_obs_train,nmse_obs_val,nmse_obs_trainval,nmse_obs_test,nmse_hidden_test,negLL_obs_train,mae_obs_train,nmae_obs_train,negLL_obs_val,negLL_obs_trainval,mae_obs_val,mae_obs_trainval,nmae_obs_val,nmae_obs_trainval,negLL_obs_test,mae_obs_test,nmae_obs_test,sd_pSTAT5A_rel,sd_pSTAT5B_rel,sd_rSTAT5A_rel
134,boehm_export_augmented,-,16,3,5,tanh,1,preopt,1,l2,0.0,0.00021604279948030363,500,3000,1,500,5,2.5340725501378376,0.05039048194885254,21.850841848645967,26.603691003839515,NaN,NaN,0.009680160855362715,0.007557444342996897,0.009294205157287882,NaN,NaN,76.0259225042275,3.418574432688265,0.07060360945159774,18.09801000767404,94.12393251190153,3.866479623846732,3.502556656030478,0.0665796053083804,0.06994746541315112,NaN,NaN,NaN,3.8526119784444797,6.591478186731934,3.1527127564830226
135,boehm_export_augmented,-,16,3,5,tanh,0,preopt,1,l2,0.002092768573964176,0.00018606911054593365,500,3000,15,500,1,2.326036600271861,0.045316402117411295,20.442306931445476,25.394471272568182,NaN,NaN,0.008942714204152567,0.0069234759477228335,0.00858869628002495,NaN,NaN,74.976599282885,3.2125327807277237,0.06583172129268568,18.027110763592717,93.0037100464777,3.6436002232004574,3.2933579261913604,0.06108127727276212,0.06508048836750636,NaN,NaN,NaN,3.8323142709289275,6.556251677338004,3.1689607548113763
136,boehm_export_augmented,-,16,3,5,tanh,0,preopt,1,l2,0.0,0.00010547308555056022,500,3000,24,500,193,3.977564565340678,0.854187281926473,20.293647178576038,25.27453651940203,NaN,NaN,0.008859433322075375,0.006861577704217681,0.008513098762153516,NaN,NaN,74.96471879178853,3.2136807387023256,0.06592907403730387,17.99529247586211,92.96001126765063,3.610467685638039,3.2880782912527717,0.06039424865440975,0.06503254927083986,NaN,NaN,NaN,3.833547667170548,6.557649955541594,3.167912875068676
137,boehm_export_augmented,-,16,3,5,tanh,0,preopt,1,l2,0.029936474773132604,0.005222902009997923,500,3000,1,500,2,1.8539256493250529,0.01904881795247396,21.850841848645967,26.603691003839515,NaN,NaN,0.009680160855362715,0.007557444342996897,0.009294205157287882,NaN,NaN,76.0259225042275,3.418574432688265,0.07060360945159774,18.09801000767404,94.12393251190153,3.866479623846732,3.502556656030478,0.0665796053083804,0.06994746541315112,NaN,NaN,NaN,3.8526119784444797,6.591478186731934,3.1527127564830226
138,boehm_export_augmented,-,16,3,5,tanh,1,preopt,1,l2,0.0,0.007509558095879416,500,3000,504,500,34,7.192243234316508,11.50221174955368,21.83839913439513,26.553789371635105,NaN,NaN,0.009672908962184857,0.007543336402044247,0.00928528806030117,NaN,NaN,76.01793948668936,3.4176583287971445,0.07057877901768018,18.088376973952773,94.10631646064213,3.8626833655079205,3.5011005231804138,0.0665105573345485,0.0699134485326798,NaN,NaN,NaN,3.8526113756815925,6.591478041359187,3.1527131537711783
139,boehm_export_augmented,-,16,3,5,tanh,1,preopt,1,l2,0.008746528604428387,0.006946091295788896,500,3000,1,500,5,333.2250087340673,0.40046900113423667,21.850841848645967,26.603691003839515,NaN,NaN,0.009680160855362715,0.007557444342996897,0.009294205157287882,NaN,NaN,76.0259225042275,3.418574432688265,0.07060360945159774,18.09801000767404,94.12393251190153,3.866479623846732,3.502556656030478,0.0665796053083804,0.06994746541315112,NaN,NaN,NaN,3.8526119784444797,6.591478186731934,3.1527127564830226
140,boehm_export_augmented,-,16,3,5,tanh,1,preopt,1,l2,0.0,0.00018976663560145665,500,3000,11,500,23,1.9267085830370585,0.1116863489151001,20.321654775030574,25.318209155385585,NaN,NaN,0.008870708868475805,0.006884861806136611,0.008528288872918654,NaN,NaN,75.07898004195687,3.226287206545304,0.06615548470967199,18.000845962228766,93.07982600418563,3.6254960738034856,3.301138869156212,0.06069153093147575,0.06527854648832858,NaN,NaN,NaN,3.8378712254030054,6.5662025402350555,3.164627291386785
141,boehm_export_augmented,-,16,3,5,tanh,1,preopt,1,l2,0.03511827261301033,0.00019387385022836282,500,3000,245,500,5,15.921554414431254,0.09719974994659424,26.678803696582126,24.103693043689226,NaN,NaN,0.012114857852324959,0.00726019578853887,0.011110658911063184,NaN,NaN,79.33773496777496,3.8188848515376015,0.07988699779700001,17.668320678050872,97.00605564582582,3.936604889723672,3.8409573586974894,0.06843883370123317,0.07776003493904522,NaN,NaN,NaN,4.035299613734841,6.856421517229508,3.3752247754330575
142,boehm_export_augmented,-,16,3,5,tanh,0,preopt,1,l2,0.004578198435832219,0.00043256981061174434,500,3000,6,500,2,2.324242583910624,0.057410200436909996,20.17760089025331,25.028639226366042,NaN,NaN,0.008797566451463224,0.006744526033878255,0.008444656980030224,NaN,NaN,75.16030373117637,3.230407186724391,0.06634523547936833,17.97935079249808,93.13965452367444,3.568377941863081,3.2937767033128953,0.05936848507905738,0.06519008385365399,NaN,NaN,NaN,3.835912370403464,6.56357993109742,3.1663251125472325
143,boehm_export_augmented,-,16,3,5,tanh,1,preopt,1,l2,0.04025305703745122,0.0005752797219460934,500,3000,512,500,28,1213.3011704484622,7.886038132508596,20.487096674037733,23.605698198959075,NaN,NaN,0.00892838087607036,0.00641705871100407,0.008462693664429834,NaN,NaN,75.07551985953698,3.2287171339528418,0.06615257853322816,17.782540707175293,92.85806056671228,3.4825325980045285,3.2763075334625333,0.05812953774569477,0.0647498271475807,NaN,NaN,NaN,3.758561860562753,6.566085236667477,3.210420961968009
