ude_nr,problem_name,noise_level,sparsity,hidden_layers,hidden_neurons,act_fct,nn_input_normalization,startpoint_method,startpoint_id,reg,λ_reg,lr_adam,max_epochs_adam,max_epochs_bfgs,epoch_optimum,epochs_ADAM,epochs_BFGS,runtime_ADAM_in_min,runtime_BFGS_in_min,mse_obs_train,mse_obs_val,mse_obs_test,mse_hidden_test,nmse_obs_train,nmse_obs_val,nmse_obs_trainval,nmse_obs_test,nmse_hidden_test,negLL_obs_train,mae_obs_train,nmae_obs_train,negLL_obs_val,negLL_obs_trainval,mae_obs_val,mae_obs_trainval,nmae_obs_val,nmae_obs_trainval,negLL_obs_test,mae_obs_test,nmae_obs_test,sd_pSTAT5A_rel,sd_pSTAT5B_rel,sd_rSTAT5A_rel
11,boehm_export_augmented,-,16,3,5,tanh,0,lhs,11,l2,0.8260018826925963,0.0007795883946838626,500,3000,509,500,9,0.4012730360031128,0.014007631937662761,2920.2336495173968,3133.880908034221,NaN,NaN,6.680438991025206e14,7.00147992126618e14,6.738340997920474e14,NaN,NaN,149.5175527442418,40.76964884613319,1.5640682049854156e7,34.47171641540832,183.98926915965015,44.99087286936117,41.561128350488424,1.727668242379895e7,1.5937612876792334e7,NaN,NaN,NaN,67.78270105476861,59.87896071002688,5.101789809453922
12,boehm_export_augmented,-,16,3,5,tanh,0,lhs,12,l2,0.001482322938306297,0.005713233359036982,500,3000,378,500,22,0.7728273669878641,0.05274620056152344,2938.8477912849485,3146.4316231355033,NaN,NaN,3.5771616079920757e8,1.2704081214988136e8,3.406634226233139e9,NaN,NaN,157.0249417226546,41.5706051756053,13814.957769863322,36.04057985423631,193.06552157689092,45.907283041250615,42.38373227541379,8147.965392147289,41421.09600990109,NaN,NaN,NaN,73.63093311483375,57.55021623505522,10.384795209581997
13,boehm_export_augmented,-,16,3,5,tanh,1,lhs,13,l2,0.08190920465184422,0.009094675621214136,500,3000,507,500,10,46.83199801842372,14.10976003408432,2959.2532946149686,3169.0950681916174,NaN,NaN,2.520519457239543e20,1.508251433119805e17,5.436539375932595e18,NaN,NaN,165.83018059807443,42.422292148057345,1.0657752642155794e10,38.396107137098966,204.2262877351734,47.30367805977492,43.33755200650439,2.780294353981598e8,1.5622860857837641e9,NaN,NaN,NaN,73.75462819059742,57.655451135368665,27.337057152578172
14,boehm_export_augmented,-,16,3,5,tanh,0,lhs,14,l2,0.005375235715227534,0.0003600110144734593,500,3000,500,500,2,1.191266949971517,0.04294205109278361,2763.759970578792,2838.5130752575683,NaN,NaN,16.85529512546569,64.11476871313464,20.314097836364404,NaN,NaN,200.5837343344924,43.9215828146228,3.375208776082684,46.43622551005924,247.01995984455164,47.69412528052624,44.62893452697969,6.707733294072626,3.7190019552682645,NaN,NaN,NaN,68.46824622796638,146.86509550563102,281.96829889852734
15,boehm_export_augmented,-,16,3,5,tanh,0,lhs,15,l2,0.0067462237270952425,0.0006750656801221905,500,3000,500,500,2,0.5831642508506775,0.00654228130976359,2966.378736810448,3174.113628869807,NaN,NaN,6.584067617083664e8,2.5629871980498588e8,5.3095655940051955e8,NaN,NaN,193.1628268767887,42.768610073986856,17136.029545955837,44.4045993682901,237.5674262450788,47.0988631935536,43.580532533905625,11778.592787138889,15696.396260378488,NaN,NaN,NaN,1324.222764742942,54.26508009612031,16.667112948088562
16,boehm_export_augmented,-,16,3,5,tanh,0,lhs,16,l2,0.07340915321983858,0.0002650508957329134,500,3000,520,500,29,2.7097961982091268,0.08643551667531331,2919.020299946402,3133.0348326690746,NaN,NaN,1.7054532668402474e7,1.498610107674751e8,2.217270668255876e7,NaN,NaN,149.46985109821344,40.766697403593795,2532.324846953421,34.45281679127479,183.9226678894882,45.09973955828655,41.57914280759869,8081.760770417848,2929.193499552394,NaN,NaN,NaN,73.86546648149192,57.652598256053224,5.441925545387413
17,boehm_export_augmented,-,16,3,5,tanh,0,lhs,17,l2,0.01013551875386917,0.000713449067425445,500,3000,534,500,35,0.41259469985961916,0.029268980026245117,2917.976036922442,3128.4391106321127,NaN,NaN,5.0661483875223445e13,1.906407981879643e12,1.5278101766524648e13,NaN,NaN,147.6284612095436,40.60230241142561,5.101765213552541e6,32.977830081363614,180.6062912909072,44.314088522024065,41.298262307162815,1.0899830142427525e6,2.890122951955656e6,NaN,NaN,NaN,73.28989732803797,57.50069763251691,4.035839840388856
18,boehm_export_augmented,-,16,3,5,tanh,0,lhs,18,l2,0.006099412249972123,0.008760606170937171,500,3000,543,500,46,0.4737666686375936,0.05992478529612223,2952.8432422722717,3272.5541093912193,NaN,NaN,5.160917969891286e8,2.041736188905619e10,7.272161238917888e8,NaN,NaN,163.9519772050836,42.553514489452866,15625.530206801632,38.85979829037114,202.81177549545475,50.106959588553394,43.96978544553422,106533.44559523725,18839.433250961196,NaN,NaN,NaN,75.4515145030607,55.65906090131743,23.15979152971996
19,boehm_export_augmented,-,16,3,5,tanh,0,lhs,19,l2,0.06145875820027603,0.00015828640329369607,500,3000,506,500,6,2.600624450047811,0.057801349957784014,3303.2350247873715,3505.858500437478,NaN,NaN,4.323602908785007e14,1.4366355693332506e14,3.346414991958467e14,NaN,NaN,196.98012590690638,50.25815674014264,1.2367183493139561e7,45.6965465684509,242.67667247535726,54.10491618674785,50.97942413638111,7.83490938596966e6,1.1090689811955748e7,NaN,NaN,NaN,57.832549152014224,432.65096718096845,23.8430231199329
20,boehm_export_augmented,-,16,3,5,tanh,0,lhs,20,l2,0.20975237188389625,0.00011588417476566515,500,3000,535,500,35,0.34363611539204914,0.7537992477416993,2920.1060523230635,3130.056894295339,NaN,NaN,1.7011983893351675e22,1.330288209725382e20,1.4309900046396171e22,NaN,NaN,150.07062045850498,40.666328592430574,8.523774142939705e10,33.75845728913862,183.8290777476436,44.645304803053186,41.41238663192232,8.88127245687219e9,8.828402096224625e10,NaN,NaN,NaN,95.19189908927156,58.80445874051826,4.886085698514995
21,boehm_export_augmented,-,16,3,5,tanh,0,lhs,21,l2,0.006354024268886603,0.00017852569886639725,500,3000,519,500,87,0.42410098314285277,0.08283113638559977,2914.0793972288257,3131.315369424524,NaN,NaN,1.4490318141043105e9,1.2428475531218035e9,1.4065743490327437e9,NaN,NaN,142.10186381931396,40.09690483749636,27612.408310355095,34.1431955632844,176.24505938259836,44.936224178313786,41.00427721389962,27482.77749203522,27589.025987412515,NaN,NaN,NaN,70.7865854431828,58.435907976419465,2.9389624912345456
22,boehm_export_augmented,-,16,3,5,tanh,1,lhs,22,l2,0.23918207197537347,0.00023457862225105075,500,3000,537,500,130,3.153577748934428,26.140684084097543,2916.430603683239,3137.710046018673,NaN,NaN,3.327700455855663e14,1.473304710547566e14,2.7771619827509984e14,NaN,NaN,146.1047311209568,40.392476733643655,1.1885205932650851e7,35.19513994026524,181.29987106122206,45.298109176543754,41.31228281668742,8.734942008104555e6,1.107802596213379e7,NaN,NaN,NaN,74.87518602194612,58.42291457410733,4.620387332877448
23,boehm_export_augmented,-,16,3,5,tanh,0,lhs,23,l2,0.0025114049976004676,0.0005138873402617989,500,3000,551,500,198,1.3938061992327373,0.17870450019836426,2917.4546335891764,3129.287327746276,NaN,NaN,1.3392263566303219e22,4.410995889392842e16,1.1520671572621281e18,NaN,NaN,147.8015936795804,40.56327448519179,6.7914617561047516e10,33.01249774076827,180.81409142034872,44.580004748418624,41.316411409546824,1.659043218247005e8,7.985647397410985e8,NaN,NaN,NaN,78.150963945225,57.208891823263365,3.399968898822515
24,boehm_export_augmented,-,16,3,5,tanh,0,lhs,24,l2,0.007014625738830762,0.0001432209085119489,500,3000,514,500,15,0.2719051996866862,0.019843530654907227,2950.2330894074084,3158.9335307838082,NaN,NaN,3.914084115216693e12,7.432510112523362e12,4.350829918517256e12,NaN,NaN,159.20204269263945,42.14347308889815,1.4184118963847857e6,36.58016727490414,195.7822099675436,46.74591842462218,43.0064315893464,2.124850358622858e6,1.5197951603676968e6,NaN,NaN,NaN,75.80700301272113,57.17571282023283,9.62987882091473
25,boehm_export_augmented,-,16,3,5,tanh,0,lhs,25,l2,0.010532533697749322,0.0017271130614026468,500,3000,504,500,7,3.006015400091807,0.08174911737442017,2997.0596526758027,3234.1328626696836,NaN,NaN,1.3742029807668287e13,1.715315515926891e11,1.6512500723206924e13,NaN,NaN,189.98437589450452,43.800806964190556,2.4652057623535027e6,44.068733042254564,234.0531089367591,49.59396306406167,44.88702373291639,298925.5946567079,2.3779649347293978e6,NaN,NaN,NaN,513.8491072812831,140.70271252438528,20.77795112963089
