ude_nr,problem_name,noise_level,sparsity,hidden_layers,hidden_neurons,act_fct,nn_input_normalization,startpoint_method,startpoint_id,reg,λ_reg,lr_adam,max_epochs_adam,max_epochs_bfgs,epoch_optimum,epochs_ADAM,epochs_BFGS,runtime_ADAM_in_min,runtime_BFGS_in_min,mse_obs_train,mse_obs_val,mse_obs_test,mse_hidden_test,nmse_obs_train,nmse_obs_val,nmse_obs_trainval,nmse_obs_test,nmse_hidden_test,negLL_obs_train,mae_obs_train,nmae_obs_train,negLL_obs_val,negLL_obs_trainval,mae_obs_val,mae_obs_trainval,nmae_obs_val,nmae_obs_trainval,negLL_obs_test,mae_obs_test,nmae_obs_test,sd_pSTAT5A_rel,sd_pSTAT5B_rel,sd_rSTAT5A_rel
1705,boehm_export_augmented,-,16,3,5,tanh,0,lhs,1705,l2,0.033508144901594684,0.0006399069910994178,500,3000,500.0,500.0,2.0,1.4372051994005839,0.01731028159459432,2953.8362209343177,3159.710958586744,NaN,NaN,7.1134155354716485e22,2.926482813208794e19,1.0750485029955076e21,NaN,NaN,6.498904182287797e9,41.69282249197806,1.6703310506498657e11,1.1777323792034564e9,7.676636561491254e9,46.52071495214294,42.59805232825898,4.235071680019578e9,2.432863445201164e10,NaN,NaN,NaN,43152.701007513926,7919.138597507174,0.0003569855497351594
1706,boehm_export_augmented,-,16,3,5,tanh,1,lhs,1706,l2,0.001841524268534268,0.0001657971239679811,500,3000,505.0,500.0,7.0,1.3844622333844503,19.39566235144933,3015.8281716415754,3236.863503255222,NaN,NaN,7.081175974729888e12,4.400342042710509e13,8.923744389093889e12,NaN,NaN,2649.1757389610966,44.558455309993924,1.928076544869631e6,642.7187200014732,3291.8944589625703,49.58274473324724,45.500509576853915,4.924850270372011e6,2.18978841511774e6,NaN,NaN,NaN,100000.09999999999,100000.09999999999,0.9308910388957236
1708,boehm_export_augmented,-,16,3,5,tanh,1,lhs,1708,l2,0.0,0.00037262248220183,500,3000,503.0,500.0,8.0,29.30787658294042,14.311016031106313,3462.7807811335033,3383.2226962350187,NaN,NaN,2.501505660382591e15,4.012356136588716e13,6.950784836255834e13,NaN,NaN,2.913476186194864e7,51.09288237955942,2.6509812501534e7,3.1326448104653144e6,3.2267406672413953e7,52.20110933802062,51.300674934270916,4.425366785421555e6,5.312636354425971e6,NaN,NaN,NaN,2.8157676280039423,100000.09999999999,0.019212604412587382
1709,boehm_export_augmented,-,16,3,5,tanh,1,lhs,1709,l2,0.005392325391337687,0.00013830217009411976,500,3000,503.0,500.0,4.0,0.5654472827911377,0.07802275021870932,2422.5196729777217,2534.3165188742278,NaN,NaN,19.40494119325548,52.179287137684625,22.555524657909306,NaN,NaN,3.385772518091908e10,38.635479454197956,3.1941567566745594,7.320400629017255e9,4.1178125809936325e10,43.2219956983089,39.49545124996876,5.66865856142843,3.5034419628244025,NaN,NaN,NaN,0.2757107149301483,0.0007399169028941518,0.007520257576890642
1710,boehm_export_augmented,-,16,3,5,tanh,0,lhs,1710,l2,0.007001089066710173,0.002102273056781414,500,3000,536.0,500.0,37.0,1.8088616649309794,0.029520849386850994,3278.185205587143,3480.1563299239174,NaN,NaN,8.497946855309028e9,1.1900666319428334e9,4.928325859474817e9,NaN,NaN,358.5208719283223,49.98096366704884,53792.39226132158,82.68566614885849,441.2065380771808,54.19133422767894,50.77040814716698,22889.26522825796,42213.88042894718,NaN,NaN,NaN,100000.09999999999,57.37778222055031,99996.0330398873
1711,boehm_export_augmented,-,16,3,5,tanh,0,lhs,1711,l2,0.0,0.006848740226625857,500,3000,516.0,500.0,16.0,3.8343355139096578,45.28036723534266,3139.010949482525,3406.1032480668077,NaN,NaN,1.8154983374639064e7,18738.431300376433,3.6436229206060227e6,NaN,NaN,348.16124504928894,47.629538036082955,2572.8855706616214,80.89675828647071,429.0580033357597,53.49286365288775,48.72891158923386,98.48484032091068,1140.5793791106457,NaN,NaN,NaN,99975.97135394302,100000.09999999999,26.220667120522528
1712,boehm_export_augmented,-,16,3,5,tanh,0,lhs,1712,l2,0.009752227249408097,0.00014197221219375215,500,3000,568.0,500.0,67.0,0.5791595816612244,0.30570014715194704,3723.4115060401077,3972.616187007657,NaN,NaN,6.995570208957243e51,8.064522308191862e46,2.271923209296567e48,NaN,NaN,449.00413939445673,55.20089775209819,5.734653261549663e25,103.61633997240114,552.6204793668579,60.43717205833688,56.182699184517936,1.9182159704892334e23,9.600989934149895e23,NaN,NaN,NaN,100000.09999999577,100000.09999999999,100000.09999999999
1713,boehm_export_augmented,-,16,3,5,tanh,1,lhs,1713,l2,0.0010891818539883872,0.009571143895598664,500,3000,503.0,500.0,6.0,24.880262200037638,27.920762050151826,3085.397565010074,3302.304393727767,NaN,NaN,2.319284727436936e10,1.570821200166789e10,2.1424870945823643e10,NaN,NaN,5169.7613799604915,46.61144606243205,105763.58840251614,1205.513181958999,6375.274561919491,51.08176138969107,47.44963018629312,94496.65900756196,103290.67807939435,NaN,NaN,NaN,100000.09999999999,2364.347009429849,0.8305079673762287
1714,boehm_export_augmented,-,16,3,5,tanh,0,lhs,1714,l2,0.0032755052487678663,0.0002034314824859651,500,3000,503.0,500.0,3.0,0.8795692165692647,33.868822713692985,2388.839302715528,2490.556950513943,NaN,NaN,24.49685852779137,7.386020067267215,17.550851989894092,NaN,NaN,11784.90127845466,42.54003409078465,4.26303591723247,2861.1947339052786,14646.096012359934,42.39780385631031,42.513365921820714,2.4384841333675356,3.662225981204255,NaN,NaN,NaN,100000.09999999999,1.171302936481909,88534.78959625115
1715,boehm_export_augmented,-,16,3,5,tanh,1,lhs,1715,l2,0.2705196058875668,0.0047728803177537115,500,3000,522.0,500.0,21.0,10.562463116645812,44.62692039807637,3259.801328518735,3572.3677149444757,NaN,NaN,1.750235866222923e48,2.4280660150450432e48,2.2018707875880874e48,NaN,NaN,378.86195067158275,49.61888100921649,8.550742496697714e23,87.4288727313775,466.29082340296026,55.93258166266042,50.802699881737226,9.623297607675862e23,1.0003769575090859e24,NaN,NaN,NaN,99809.0183373479,450.8517068017658,100000.09999999999
