ude_nr,problem_name,noise_level,sparsity,hidden_layers,hidden_neurons,act_fct,nn_input_normalization,startpoint_method,startpoint_id,reg,λ_reg,lr_adam,max_epochs_adam,max_epochs_bfgs,epoch_optimum,epochs_ADAM,epochs_BFGS,runtime_ADAM_in_min,runtime_BFGS_in_min,mse_obs_train,mse_obs_val,mse_obs_test,mse_hidden_test,nmse_obs_train,nmse_obs_val,nmse_obs_trainval,nmse_obs_test,nmse_hidden_test,negLL_obs_train,negLL_obs_val,negLL_obs_trainval,negLL_obs_test,sd_pSTAT5A_rel,sd_pSTAT5B_rel,sd_rSTAT5A_rel
32,boehm_papa_export_kinetic,-,16,3,5,tanh,1,lhs,32,l2,0.17195263914732806,0.005678651021911266,500,3000,509.0,500.0,36.0,1.4176242510477701,0.028900166352589924,2991.793240772647,3185.6944813798777,NaN,NaN,5.0053047621062717e23,3.397923179527939e22,2.126673613739693e23,NaN,NaN,163.86423120861156,37.49486179401637,201.35909300262793,NaN,73.91656196807045,57.79039306838256,14.09292349100607
33,boehm_papa_export_kinetic,-,16,3,5,tanh,0,lhs,33,l2,0.0,0.00026193229797877993,500,3000,540.0,500.0,41.0,0.7580749829610188,0.08518249988555908,2923.9754404685723,3139.087076080643,NaN,NaN,3.796135172151123e14,4.671578039574968e14,3.9421960117218606e14,NaN,NaN,152.24681561592774,35.33767108948504,187.58448670541281,NaN,70.73677341008768,62.32308812322156,5.155364563937759
34,boehm_papa_export_kinetic,-,16,3,5,tanh,1,lhs,34,l2,0.009853439026544019,0.00019391505287813616,500,3000,551.0,500.0,78.0,3.5546068509419757,0.2974258502324422,2990.7580074616476,3191.498948665995,NaN,NaN,6.693480896904045e23,3.4313258006838135e24,8.341322311276817e23,NaN,NaN,163.6481507599152,37.65351134467735,201.3016621045926,NaN,73.77146067492028,57.50127944777844,15.420882296434478
35,boehm_papa_export_kinetic,-,16,3,5,tanh,1,lhs,35,l2,0.47093676937583395,0.004389758662877707,500,3000,508.0,500.0,14.0,2.226515515645345,0.04757899840672811,3070.193360828851,3183.5885995959975,NaN,NaN,1.3718350975814749e25,4.247211053538139e22,7.841136990810388e23,NaN,NaN,173.3192997118037,37.42777791963936,210.74707763144306,NaN,75.15939593357646,58.20844801618356,12.962804839598654
36,boehm_papa_export_kinetic,-,16,3,5,tanh,1,lhs,36,l2,0.014216076059707521,0.00023909426023386755,500,3000,524.0,500.0,34.0,1.4297738830248514,0.10865756670633951,2990.7528706295757,3191.6446855317045,NaN,NaN,6.294308885413364e17,2.0998875625135852e15,3.853471708106433e16,NaN,NaN,163.72612972524536,37.62414406309191,201.35027378833726,NaN,75.46752556205601,57.41500092578501,14.361361962944162
37,boehm_papa_export_kinetic,-,16,3,5,tanh,1,lhs,37,l2,0.0054549440923070125,0.00012262599663742166,500,3000,530.0,500.0,38.0,4.09585691690445,0.18337743282318114,2990.759861536226,3193.421069577261,NaN,NaN,2.1796737067597198e24,3.3702001163698e21,6.961073055864294e22,NaN,NaN,163.64890089303424,37.688501706008815,201.337402599043,NaN,73.76990166943547,57.81373170167458,15.353114324379602
38,boehm_papa_export_kinetic,-,16,3,5,tanh,0,lhs,38,l2,0.0,0.0003392915453530534,500,3000,505.0,500.0,10.0,0.9681886871655782,0.07978163162867229,634.668117384699,563.7925774925294,NaN,NaN,0.8435823613698301,0.5768403644886286,0.784131529118238,NaN,NaN,199.19370723776208,45.36221296457143,244.55592020233348,NaN,3349.562513412847,24.903771080856966,11.171528060264071
39,boehm_papa_export_kinetic,-,16,3,5,tanh,0,lhs,39,l2,0.003214776449190233,0.00018353961264072432,500,3000,544.0,500.0,49.0,0.7399475495020549,7.373730130990347,2920.5810439619836,3131.5577238034034,NaN,NaN,2.421325958279563e18,1.8414844514465988e15,4.150985823498532e16,NaN,NaN,149.6560691084475,34.022618766609895,183.6786878750574,NaN,74.87292623810805,57.34337810761361,5.212660133306767
40,boehm_papa_export_kinetic,-,16,3,5,tanh,0,lhs,40,l2,0.009913374599329653,0.00011795853398801475,500,3000,500.0,500.0,2.0,2.715059431393941,0.05309064785639445,657.2337656138388,595.92636910764,NaN,NaN,0.575452534489401,0.5537528267209527,0.5720174459017183,NaN,NaN,221.24432352450648,51.72721552645353,272.97153905096,NaN,10.175525668314778,53.397051728045795,6.12245143135988
41,boehm_papa_export_kinetic,-,16,3,5,tanh,1,lhs,41,l2,0.05267708556934042,0.006841229184887857,500,3000,521.0,500.0,27.0,1.774837617079417,0.12623496452967325,2991.5183443843493,3186.572341911348,NaN,NaN,4.1936239159382014e27,3.9910831461562404e27,4.155417164986564e27,NaN,NaN,163.71683581963853,37.54899208941319,201.26582790905172,NaN,73.71919643516127,57.54763458689874,15.159393643821092
42,boehm_papa_export_kinetic,-,16,3,5,tanh,1,lhs,42,l2,0.6538876126527429,0.006259356468114116,500,3000,489.0,500.0,10.0,3.1002398490905763,0.0749543825785319,3031.8393271813557,3184.4007255238503,NaN,NaN,8.30161340592665e14,8.259517786302672e12,1.1536131847787762e14,NaN,NaN,166.67145103338538,37.58213869075422,204.2535897241396,NaN,74.72831858332647,59.40304048646028,16.46258250504427
43,boehm_papa_export_kinetic,-,16,3,5,tanh,1,lhs,43,l2,0.04178566434558613,0.0037662192352239127,500,3000,506.0,500.0,18.0,6.25952254931132,0.18342810074488322,2990.860765442939,3190.023831862678,NaN,NaN,1.26019813171365e16,5.530046090059875e12,1.3354521812287995e14,NaN,NaN,163.70292582766706,37.60157590247013,201.3045017301372,NaN,73.70101673431303,56.14177439935279,14.641735714090828
44,boehm_papa_export_kinetic,-,16,3,5,tanh,1,lhs,44,l2,0.07517223151046878,0.005572908637991192,500,3000,518.0,500.0,85.0,0.7858929832776388,0.052301367123921715,2991.42469386168,3186.9288972100967,NaN,NaN,5.587828920670517e24,3.294414738993726e23,2.215205842338423e24,NaN,NaN,163.71934133946334,37.60511253955216,201.3244538790155,NaN,72.65746729672722,57.93965605937813,16.020548923008572
45,boehm_papa_export_kinetic,-,16,3,5,tanh,1,lhs,45,l2,0.004094854633470256,0.001966482961349041,500,3000,510.0,500.0,10.0,1.4996984998385112,0.3927153507868449,1035.7791713954734,815.8068573788973,NaN,NaN,0.46048954345670157,0.3585271133162127,0.442945181423178,NaN,NaN,144.2963941070537,32.23279361095274,176.5291877180064,NaN,45.400367661554235,33.95013422929925,13.863797800893684
46,boehm_papa_export_kinetic,-,16,3,5,tanh,1,lhs,46,l2,0.0,0.00025099916578771625,500,3000,516.0,500.0,18.0,4.184329815705618,0.11933403412501017,2990.7401567787083,3192.301956491465,NaN,NaN,6.055670521785094e13,9.765041552558331e13,6.5654133429263625e13,NaN,NaN,163.64673585431603,37.67081472812482,201.31755058244082,NaN,73.64365212240325,57.502495381487826,15.462665358340459
47,boehm_papa_export_kinetic,-,16,3,5,tanh,0,lhs,47,l2,0.01975191096633794,0.0007826229070514844,500,3000,514.0,500.0,14.0,0.9140514334042867,0.057407315572102866,2944.137396377137,3146.4862747614357,NaN,NaN,6.73858681418273e15,7.616733141143508e15,6.889437183388567e15,NaN,NaN,157.92196230452737,35.97321207862407,193.89517438315144,NaN,73.44077370568898,57.73360439147658,9.497343267265773
48,boehm_papa_export_kinetic,-,16,3,5,tanh,0,lhs,48,l2,0.10258312782097503,0.0002741198470462935,500,3000,528.0,500.0,31.0,0.26311866839726766,0.04366561571756999,2944.199254176523,3140.9610168133227,NaN,NaN,1.2005243430162853e20,2.662195801726867e16,6.726931491389482e17,NaN,NaN,157.9994491354144,35.65361785806293,193.6530669934773,NaN,77.64137172467774,57.60402645992899,9.312704304739594
